[ Date      , Closing Price      , Open      , Daily High      , Daily Low      
         3/25/2013        ,94.58,94.09,95.41,94.04
         3/22/2013        ,93.91,93.91,94.09,93.91
         3/21/2013        ,92.45,93.43,93.43,91.92
         3/20/2013        ,93.44,92.73,93.54,92.58
         3/19/2013        ,92.46,94.24,94.38,92.42
         3/18/2013        ,94.14, ,94.16,92.2
         3/16/2013        ,93.81,93.81,93.81,92.59
         3/15/2013        ,93.95,93.95,93.95,93.95
         3/14/2013        ,93.47,92.72,93.47,92.44
         3/13/2013        ,92.81,93.17,93.64,92.41
         3/12/2013        ,92.97,92.65,93.72,92.09
         3/11/2013        ,92.44,92.16,92.51,91.49
         3/8/2013        ,92.27,92.27,92.27,92.16
         3/7/2013        ,92.02,90.87,92.04,90.79
         3/6/2013        ,90.86,91.53,91.53,90.17
         3/5/2013        ,90.9,90.36,91.53,90.16
         3/4/2013        ,89.96,90.57,90.89,89.48
         3/1/2013        ,90.87,90.87,90.87,90.87
         2/28/2013        ,91.93,93.09,93.09,91.66
         2/27/2013        ,92.86,92.85,93.23,92.37
         2/26/2013        ,92.56,92.57,93.1,92.19
         2/25/2013        ,92.86,93.03,94.4,92.71
         2/22/2013        ,93.35,93.35,93.35,93.35
         2/21/2013        ,93.03,94.61,94.61,92.79
         2/20/2013        ,94.86,97.05,97.46,94.48
         2/19/2013        ,97.09,96.17,97.09,95.85
         2/18/2013        ,95.96,96.16,96.4,95.76
         2/15/2013        ,96.46,96.46,96.46,96.16
         2/14/2013        ,97.95,97.84,98.22,97.39
         2/13/2013        ,97.67,98.16,98.56,97.29
         2/12/2013        ,98.02,97.46,98.25,97.25
         2/11/2013        ,97.55,96.24,97.55,95.56
         2/8/2013        ,96.31,96.31,96.31,96.31
         2/7/2013        ,96.29, ,97.23,96.08
         2/6/2013        ,97.19,97.14,97.19,96.53
         2/5/2013        ,97.08,96.5,97.46,96.47
         2/4/2013        ,96.24,97.64,97.64,96.09
         2/1/2013        ,97.63,97.63,97.64,97.63
         1/31/2013        ,97.52,97.92,97.92,96.98
         1/30/2013        ,98.06,97.55,98.15,97.47
         1/29/2013        ,97.43,96.65,97.81,96.34
         1/28/2013        ,96.44,95.98,96.65,95.69
         1/25/2013        ,96,96,96,96
         1/24/2013        ,96.1,95.49,96.39,95.35
         1/23/2013        ,95.59,96.59,96.87,95.14
         1/22/2013        ,96.65,96.01,96.87,95.49
         1/21/2013        ,95.89,95.74,95.9,95.55
         1/18/2013        ,95.89,95.89,95.89,95.74
         1/17/2013        ,95.85,94.54,96.33,94.45
         1/16/2013        ,94.63,93.88,94.71,93.62
         1/15/2013        ,93.91,94.48,94.83,93.75
         1/14/2013        ,94.58,94.62,94.69,93.52
         1/11/2013        ,94.15,94.15,94.15,94.15
         1/10/2013        ,94.35,93.84,95.08,93.84
         1/9/2013        ,93.56,93.57,93.97,93.2
         1/8/2013        ,93.69,93.66,94.21,93.21
         1/7/2013        ,93.24,93.11,93.27,92.48
         1/4/2013        ,93.05,93.05,93.11,93.05
         1/3/2013        ,92.65,92.63,93.22,92.55
         1/2/2013        ,92.88, ,93.63,90
         12/28/2012        ,90.8,91.46,91.46,90.33
         12/27/2012        ,90.87,90.82,91.44,90.05
         12/26/2012        ,90.98,89.14,91.29,88.89
         12/24/2012        ,88.61,88.86,88.86,88.21
         12/21/2012        ,88.66,89.87,89.92,87.97
         12/20/2012        ,90.13,89.6,90.54,89.27
         12/19/2012        ,89.98,88.41,90.33,88.26
         12/18/2012        ,87.93,87.53,88.17,87.23
         12/17/2012        ,87.2,87.04,87.71,86.5
         12/14/2012        ,86.73,86.22,86.92,86.06
         12/13/2012        ,85.89,86.65,86.95,85.82
         12/12/2012        ,86.77,85.84,87.68,85.79
         12/11/2012        ,85.79,85.6,86.35,85.21
         12/10/2012        ,85.56,85.95,86.77,85.34
         12/7/2012        ,85.93,86.35,86.92,85.77
         12/6/2012        ,86.26,87.66,88.23,85.69
         12/5/2012        ,87.88,88.53,89.04,87.46
         12/4/2012        ,88.5,88.9,89.17,87.59
         12/3/2012        ,89.09,88.7,90.35,88.67
         11/30/2012        ,88.91,87.7,88.98,87.58
         11/29/2012        ,88.07,86.67,88.69,86.62
         11/28/2012        ,86.49,87.2,87.25,85.37
         11/27/2012        ,87.18,88.02,88.24,86.83
         11/26/2012        ,87.74,88.14,88.29,87.27
         11/23/2012        ,88.28,86.89,88.53,86.79
         11/22/2012        ,87.18,87.68,87.75,86.81
         11/21/2012        ,87.38,87.36,87.89,86.37
         11/20/2012        ,86.75,88.99,89.17,86.18
         11/19/2012        ,89.28,87.37,89.8,87.16
         11/16/2012        ,86.92,85.8,87.37,85.43
         11/15/2012        ,85.45,86.21,86.83,84.7
         11/14/2012        ,86.32,85.26,86.67,84.93
         11/13/2012        ,85.38,85.4,85.94,84.58
         11/12/2012        ,85.57,86.23,86.52,85.28
         11/9/2012        ,86.07,85.09,86.77,84.14
         11/8/2012        ,85.09,84.82,85.7,84.24
         11/7/2012        ,84.44,88.05,88.82,84.07
         11/6/2012        ,88.71,85.69,89.22,85.43
         11/5/2012        ,85.65,84.67,85.91,84.36
         11/2/2012        ,84.86,86.9,87.07,84.66
         11/1/2012        ,87.09,86.13,87.42,85.94
         10/31/2012        ,86.24,85.65,87.19,85.65
         10/30/2012        ,85.68,85.3,86.25,85.13
         10/29/2012        ,85.54,86.13,86.35,84.67
         10/26/2012        ,86.28,86.15,86.38,85.01
         10/25/2012        ,86.05,85.75,86.74,85.25
         10/24/2012        ,85.73,86.63,87.48,84.95
         10/23/2012        ,86.67,89.21,89.21,85.75
         10/22/2012        ,88.65,90.09,91.28,88.59
         10/19/2012        ,90.05,92.21,93.03,89.89
         10/18/2012        ,92.1,91.98,92.58,90.67
         10/17/2012        ,92.12,92.46,92.84,91.56
         10/16/2012        ,92.09,91.7,92.32,91.33
         10/15/2012        ,91.85,91.61,92.2,89.79
         10/12/2012        ,91.86,92.5,92.64,91.18
         10/11/2012        ,92.07,91.28,92.95,91.1
         10/10/2012        ,91.25,91.94,93.67,91.03
         10/9/2012        ,92.39,89.93,92.91,89.3
         10/8/2012        ,89.33,89.78,89.89,88.21
         10/5/2012        ,89.96,91.53,91.71,89.02
         10/4/2012        ,91.71,88.33,91.83,87.93
         10/3/2012        ,88.14,91.7,91.82,87.71
         10/2/2012        ,91.89,92.45,92.94,91.43
         10/1/2012        ,92.48,92.11,93.35,91.28
         9/28/2012        ,92.01,92.21,92.73,91.42
         9/27/2012        ,91.85,90.29,92.39,89.9
         9/26/2012        ,89.98,90.88,91.34,88.96
         9/25/2012        ,91.37,92.08,93.21,90.63
         9/24/2012        ,91.93,93.06,93.06,91.07
         9/21/2012        ,93.04,92.94,93.84,92.62
         9/20/2012        ,92.42,92.17,93.09,90.97
         9/19/2012        ,91.98,95.55,96.15,91.26
         9/18/2012        ,95.29,96.97,97.22,95.12
         9/17/2012        ,96.62,99.1,99.49,94.67
         9/14/2012        ,99,98.19,100.43,98.19
         9/13/2012        ,98.31,96.95,98.58,96.5
         9/12/2012        ,97.01,96.91,98.07,96.66
         9/11/2012        ,97.17,96.23,97.31,96.08
         9/10/2012        ,96.54,96.3,96.63,95.35
         9/7/2012        ,96.36,94.78,96.75,94.08
         9/6/2012        ,95.53,95.81,97.72,94.59
         9/5/2012        ,95.36,95.36,96.08,94.26
         9/4/2012        ,95.3,96.93,97.36,94.97
         9/3/2012        ,97.14,96.34,97.3,96.01
         8/31/2012        ,96.54,94.62,96.93,94.52
         8/30/2012        ,94.62,94.99,95.6,93.95
         8/29/2012        ,95.49,96.1,96.37,94.77
         8/28/2012        ,96.33,95.7,96.54,95.11
         8/27/2012        ,95.47,96.5,97.72,94.43
         8/24/2012        ,96.01,95.95,97.2,95.41
         8/23/2012        ,96.27,97.37,98.3,95.76
         8/22/2012        ,97.26,96.89,97.54,96.27
         8/21/2012        ,96.84,96.26,97.85,96.15
         8/20/2012        ,95.97,96.15,96.5,95.02
         8/17/2012        ,96.14,95.28,96.28,94.95
         8/16/2012        ,95.6,94.45,95.74,93.97
         8/15/2012        ,94.33,93.19,94.9,92.69
         8/14/2012        ,93.43,92.62,93.92,92.6
         8/13/2012        ,92.73,93.13,94.15,92.06
         8/10/2012        ,93.35,93.54,93.54,91.7
         8/9/2012        ,93.36,93.32,94.2,93.07
         8/8/2012        ,93.35,93.27,94.72,92.83
         8/7/2012        ,93.67,91.88,94.42,91.78
         8/6/2012        ,92.2,91.36,92.33,90.63
         8/3/2012        ,91.3,87.42,91.74,87.31
         8/2/2012        ,87.13,88.74,89.63,86.92
         8/1/2012        ,88.91,87.78,89.47,87.51
         7/31/2012        ,88.06,89.63,90.3,87.35
         7/30/2012        ,89.78,90.13,90.85,89.32
         7/27/2012        ,90.09,89.18,90.44,89.18
         7/26/2012        ,89.39,88.78,90.47,88.07
         7/25/2012        ,88.97,88.05,89.4,86.86
         7/24/2012        ,88.5,88.02,89.09,87.44
         7/23/2012        ,88.14,91.41,91.62,87.92
         7/20/2012        ,91.56,92.47,92.61,90.91
         7/19/2012        ,92.66,89.91,92.92,89.91
         7/18/2012        ,89.87,89,90.1,88.61
         7/17/2012        ,89.22,88.12,89.45,87.42
         7/16/2012        ,88.43,87.31,88.49,86.41
         7/13/2012        ,87.08,85.68,87.61,85.64
         7/12/2012        ,86.08,85.93,86.36,84.22
         7/11/2012        ,85.81,84.26,86.48,84.12
         7/10/2012        ,83.91,85.2,85.94,83.65
         7/9/2012        ,85.99,84.3,86.48,84.13
         7/6/2012        ,84.16,86.85,87.12,84.02
         7/5/2012        ,87.22,86.79,88.98,86.5
         7/4/2012        ,87.05,87.67,87.72,86.5
         7/3/2012        ,87.66,83.43,88.03,83.43
         7/2/2012        ,83.75,84.77,85.27,82.1
         6/29/2012        ,84.75,78.34,85.34,78.33
         6/28/2012        ,77.69,80.44,80.84,77.29
         6/27/2012        ,80.21,79.33,80.88,78.7
         6/26/2012        ,79.36,79.27,79.67,78.36
         6/25/2012        ,79.21,80.5,80.87,78.03
         6/22/2012        ,80.18,78.35,80.37,77.56
         6/21/2012        ,78.2,80.78,81.06,77.96
         6/20/2012        ,81.45,84.33,84.72,80.81
         6/19/2012        ,84.03,83.19,84.4,81.97
         6/18/2012        ,83.27,84.2,85.83,82.04
         6/15/2012        ,84.02,84.33,84.8,83.1
         6/14/2012        ,83.91,82.55,84.41,82.28
         6/13/2012        ,82.62,83.12,84,82.14
         6/12/2012        ,83.32,81.48,83.72,81.37
         6/11/2012        ,82.7,84.91,86.63,81.02
         6/8/2012        ,84.29,83.88,84.68,81.99
         6/7/2012        ,84.82,85.43,87.03,83.43
         6/6/2012        ,85.02,84.31,86.26,84.2
         6/5/2012        ,84.29,84.4,84.92,83.32
         6/4/2012        ,83.98,83.13,84.38,81.22
         6/1/2012        ,83.3,86.44,86.51,82.29
         5/31/2012        ,86.53,87.6,88.28,85.86
         5/30/2012        ,87.82,90.76,90.78,87.32
         5/29/2012        ,90.76,91.04,92.18,90.25
         5/28/2012        ,91.11,90.98,91.99,90.98
         5/25/2012        ,90.77,90.89,91.32,90.2
         5/24/2012        ,90.66,90.32,91.52,89.82
         5/23/2012        ,89.9,91.54,91.55,89.29
         5/22/2012        ,91.85,93.11,93.28,91.21
         5/21/2012        ,92.57,91.26,92.53,90.86
         5/18/2012        ,91.11,92.68,92.88,90.96
         5/17/2012        ,92.56,93.09,93.88,92.09
         5/16/2012        ,92.81,93.39,94.17,91.81
         5/15/2012        ,93.98,94.35,95.48,92.99
         5/14/2012        ,94.78,95.85,95.85,93.65
         5/11/2012        ,95.84,96.22,97.2,95.54
         5/10/2012        ,97.08,96.5,97.7,96.08
         5/9/2012        ,96.81,97.23,97.24,95.18
         5/8/2012        ,97.01,98.03,98.03,95.54
         5/7/2012        ,97.94,98.15,98.19,95.36
         5/4/2012        ,98.54,102.55,102.71,97.53
         5/3/2012        ,102.54,105.25,105.38,102.37
         5/2/2012        ,105.22,105.85,106.05,104.91
         5/1/2012        ,106.16,104.88,106.44,104.39
         4/30/2012        ,104.87,104.81,105.17,103.88
         4/27/2012        ,104.7,104.08,105,103.74
         4/26/2012        ,104.55,104.05,104.93,103.86
         4/25/2012        ,104.12,103.73,104.58,103.11
         4/24/2012        ,103.55,103.09,104.1,102.81
         4/23/2012        ,103.11,103.91,103.91,101.83
         4/20/2012        ,104.01,102.99,104.69,102.9
         4/19/2012        ,102.27,102.78,103.06,101.79
         4/18/2012        ,102.67,104.34,104.51,102.19
         4/17/2012        ,104.2,103.14,105.09,102.66
         4/16/2012        ,102.93,102.51,103.38,101.81
         4/13/2012        ,102.83,103.83,103.88,102.62
         4/12/2012        ,103.64,102.64,104.24,102.4
         4/11/2012        ,102.7,100.99,103.15,100.85
         4/10/2012        ,101.02,102.4,102.97,100.69
         4/9/2012        ,102.46,103.01,103.01,100.82
         4/5/2012        ,103.31,102.08,103.41,101.37
         4/4/2012        ,101.47,103.95,103.99,101.08
         4/3/2012        ,104.01,104.98,105.18,103.6
         4/2/2012        ,105.23,103.51,105.49,102.07
         3/30/2012        ,103.07,103.35,104.15,102.79
         3/29/2012        ,102.78,105.62,105.71,102.13
         3/28/2012        ,105.41,106.88,106.93,104.68
         3/27/2012        ,107.33,107.07,107.74,106.52
         3/26/2012        ,107.03,106.89,107.33,106.22
         3/23/2012        ,106.84,105.67,108.25,105.17
         3/22/2012        ,105.35,106.98,107.12,104.51
         3/21/2012        ,107.27,106.42,107.64,106.07
         3/20/2012        ,106.07, ,108.28,105.71
         3/19/2012        ,107.3,107.26,108.15,106.62
         3/16/2012        ,107.29,105.5,107.35,105.13
         3/15/2012        ,105.11,105.7,106.18,103.77
         3/14/2012        ,105.43,106.8,107.02,105.13
         3/13/2012        ,106.71,106.63,107.35,105.67
         3/12/2012        ,106.34,107.26,107.26,105.39
         3/9/2012        ,107.55,106.65,108.2,106.14
         3/8/2012        ,106.58,106.13,107.2,105.83
         3/7/2012        ,106.16,104.88,106.54,104.34
         3/6/2012        ,104.7,107.2,107.2,104.51
         3/5/2012        ,106.72,106.59,107.42,105.53
         3/2/2012        ,106.66,108.9,108.91,105.8
         3/1/2012        ,108.84,107.02,110.56,106.56
         2/29/2012        ,107.07,106.6,107.43,104.85
         2/28/2012        ,106.55,107.91,108.77,106.3
         2/27/2012        ,108.56,109.74,109.74,107.27
         2/24/2012        ,109.72,108.53,109.95,107.94
         2/23/2012        ,107.83,105.88,108.7,105.5
         2/22/2012        ,106.28,105.97,106.71,105.61
         2/21/2012        ,106.25,105.07,106.49,104.61
         2/20/2012        ,105.3,104.71,105.81,104.71
         2/17/2012        ,103.25,102.78,103.57,102.56
         2/16/2012        ,102.31,101.8,102.69,100.85
         2/15/2012        ,101.8,100.65,102.54,100.62
         2/14/2012        ,100.74,100.71,101.84,100.29
         2/13/2012        ,100.91,99.07,101.18,99.07
         2/10/2012        ,99.02,99.64,99.67,97.4
         2/9/2012        ,99.84,98.85,100.18,98.67
         2/8/2012        ,98.71,98.72,100.1,98.09
         2/7/2012        ,98.41,97.25,99.13,95.81
         2/6/2012        ,96.91,97.7,97.74,96.38
         2/3/2012        ,97.82,96.62,98.03,96.02
         2/2/2012        ,96.36,97.49,97.98,95.43
         2/1/2012        ,97.61,98.57,99.48,97.05
         1/31/2012        ,98.48,99.21,101.28,97.87
         1/30/2012        ,98.78,99.81,99.88,98.41
         1/27/2012        ,99.6,99.66,100.63,99.14
         1/26/2012        ,99.7,99.85,101.39,99.23
         1/25/2012        ,99.4,99.25,100.4,97.51
         1/24/2012        ,98.95,99.75,100.16,98.26
         1/23/2012        ,99.58,98.4,100.25,97.49
         1/20/2012        ,98.48,100.62,100.9,98.02
         1/19/2012        ,100.54,101.49,102.25,100.14
         1/18/2012        ,100.76,101.27,102.24,99.99
         1/17/2012        ,100.71,99.65,101,99.49
         1/16/2012        ,99.65,98.82,99.81,98.64
         1/13/2012        ,99.32,99.31,100.19,97.7
         1/12/2012        ,99.1,101.21,102.98,98.52
         1/11/2012        ,100.87,102,102.47,100.56
         1/10/2012        ,102.24,101.47,103.41,101.43
         1/9/2012        ,101.31,102,102.5,100.09
         1/6/2012        ,101.75,101.6,102.81,100.87
         1/5/2012        ,101.81,103.29,103.73,101.31
         1/4/2012        ,103.22,102.89,103.72,101.88
         1/3/2012        ,102.96,100.24,103.18,100.2
         12/30/2011        ,98.92,99.78,100.14,98.61
         12/29/2011        ,99.65,99.49,99.9,98.26
         12/28/2011        ,99.36,101.18,101.87,99.11
         12/27/2011        ,101.34,99.75,101.76,99.38
         12/23/2011        ,99.8,99.38,100.22,99.37
         12/22/2011        ,99.53,98.99,100.06,98.54
         12/21/2011        ,98.67,97.54,99.24,96.8
         12/20/2011        ,97.24,94.7,97.65,94.32
         12/19/2011        ,94.05,93.79,94.62,92.79
         12/16/2011        ,94.08,93.95,94.96,92.71
         12/15/2011        ,94.07,95.05,96.19,93.44
         12/14/2011        ,94.95,99.88,100.07,94.24
         12/13/2011        ,100.14,97.86,101.26,97.66
         12/12/2011        ,97.77,99.49,99.63,97.54
         12/9/2011        ,99.64,98.19,99.9,97.37
         12/8/2011        ,98.34,100.94,101.73,97.71
         12/7/2011        ,100.49,101.31,101.94,99.66
         12/6/2011        ,101.28,100.55,101.43,100.21
         12/5/2011        ,100.99,101.42,102.44,100.23
         12/2/2011        ,101.06,100.06,101.55,99.76
         12/1/2011        ,100.2,100.61,101.16,98.88
         11/30/2011        ,100.36,99.62,101.75,98.92
         11/29/2011        ,99.79,97.64,100.14,97.25
         11/28/2011        ,98.21,97.52,100.73,97.15
         11/25/2011        ,97.29,96.36,97.53,95
         11/24/2011        ,97.14,95.94,97.3,95.8
         11/23/2011        ,96.17,97.69,97.69,95.35
         11/22/2011        ,98.01,96.94,98.7,96.54
         11/21/2011        ,96.92,97.46,97.86,95.23
         11/18/2011        ,97.84,98.5,100.28,96.7
         11/17/2011        ,98.93,101.91,103.38,98.36
         11/16/2011        ,102.6,99.34,102.92,98.43
         11/15/2011        ,99.37,98.21,99.84,97.51
         11/14/2011        ,98.14,99.45,99.67,97.19
         11/11/2011        ,99.07,97.58,99.4,97.46
         11/10/2011        ,97.78,95.64,98.35,95.19
         11/9/2011        ,95.74,97.2,97.84,94.35
         11/8/2011        ,96.8,95.74,97.07,95.24
         11/7/2011        ,95.52,94.6,96.11,93.24
         11/4/2011        ,94.47,94.01,94.94,92.87
         11/3/2011        ,94.07,92.23,94.61,90.89
         11/2/2011        ,92.51,91.14,93.79,90.97
         11/1/2011        ,92.19,92.58,92.86,89.17
         10/31/2011        ,93.19,94.3,93.74,91.36
         10/28/2011        ,93.48,93.79,95.19,92.01
         10/27/2011        ,93.96,91.1,94.24,90.98
         10/26/2011        ,90.2,92.56,93.9,90
         10/25/2011        ,93.17,91.51,94.65,91.1
         10/24/2011        ,91.27,87.25,91.87,87.12
         10/21/2011        ,87.62,86.38,88.88,85.96
         10/20/2011        ,86.07,86.23,87.12,84.22
         10/19/2011        ,86.29,88.3,89.71,86.04
         10/18/2011        ,88.53,86.41,89.22,85.77
         10/17/2011        ,86.38,87.25,88.18,85.86
         10/14/2011        ,87.35,84.2,87.42,83.8
         10/13/2011        ,84.23,84.89,85.4,83.17
         10/12/2011        ,85.57,85.04,86.58,84.53
         10/11/2011        ,85.81,85.31,86.64,83.95
         10/10/2011        ,85.41,83.08,86.1,83.08
         10/7/2011        ,82.81,82.26,84,81.35
         10/6/2011        ,82.59,79.54,82.9,79.06
         10/5/2011        ,79.68,77.89,79.89,76.93
         10/4/2011        ,75.67,76.32,78.37,74.93
         10/3/2011        ,77.61,78.8,79.63,76.25
         9/30/2011        ,78.59,83.06,83.07,78.57
         9/29/2011        ,82.14,80,83.98,79.71
         9/28/2011        ,81.21,83.55,84.63,80.5
         9/27/2011        ,84.45,81,84.77,80.93
         9/26/2011        ,80.24,79.93,81.6,77.15
         9/23/2011        ,80.19,80.79,81.8,77.54
         9/22/2011        ,80.51,84.56,84.95,79.68
         9/21/2011        ,85.92,86.55,87.98,84.66
         9/20/2011        ,86.92,85.5,87.67,85.5
         9/19/2011        ,85.81,87.68,87.68,84.93
         9/16/2011        ,87.86,89.23,89.76,87
         9/15/2011        ,89.4,88.93,90.15,88
         9/14/2011        ,88.91,89.96,90.25,88.2
         9/13/2011        ,90.21,88.77,90.52,87.82
         9/12/2011        ,88.19,86.52,88.96,85
         9/9/2011        ,87.22,88.57,89.48,85.65
         9/8/2011        ,89.05,89.82,90.24,88.45
         9/7/2011        ,89.34,86.4,90.31,86.17
         9/6/2011        ,86.02,83.5,86.6,83.3
         9/5/2011        ,83.52,86.3,86.31,83.5
         9/2/2011        ,86.57,88.73,88.98,85.43
         9/1/2011        ,88.93,88.77,89.91,88.21
         8/31/2011        ,88.81,88.62,89.58,87.66
         8/30/2011        ,88.9,87.62,89.21,86.46
         8/29/2011        ,87.27,85.29,87.8,85.15
         8/26/2011        ,85.45,85.11,85.68,82.96
         8/25/2011        ,85.3,85.38,86.55,83.01
         8/24/2011        ,85.16,85.66,86.59,84.56
         8/23/2011        ,85.44,84.34,86.39,83.4
         8/22/2011        ,84.42,82.39,84.82,81.19
         8/19/2011        ,82.74,81.12,83.78,79.4
         8/18/2011        ,82.51,87.32,87.62,81.28
         8/17/2011        ,87.58,86.83,88.97,86.65
         8/16/2011        ,86.65,87.5,87.94,85.62
         8/15/2011        ,87.88,85.13,88.05,84.39
         8/12/2011        ,85.39,85.32,87.38,84.02
         8/11/2011        ,85.72,81.36,85.97,81.05
         8/10/2011        ,82.89,81.45,83.14,79.54
         8/9/2011        ,79.3,80.43,83.06,75.62
         8/8/2011        ,81.31,86.1,86.1,80.18
         8/5/2011        ,87.15,86.46,88.32,82.82
         8/4/2011        ,86.63,92.41,92.46,86.06
         8/3/2011        ,91.93,93.36,93.77,91.22
         8/2/2011        ,93.79,95.34,95.67,93.09
         8/1/2011        ,94.89,96.19,98.6,93.42
         7/29/2011        ,95.88,97.18,97.37,94.95
         7/28/2011        ,97.44,97,98.01,96.58
         7/27/2011        ,97.4,99.12,99.49,97.14
         7/26/2011        ,99.59,99.03,100.62,97.76
         7/25/2011        ,99.2,99.61,99.77,98.5
         7/22/2011        ,99.63,99.36,100.19,98.43
         7/21/2011        ,99.13,98.49,100.17,97.2
         7/20/2011        ,98.4,98.46,99.38,96.93
         7/19/2011        ,97.86,96.41,99.01,96.25
         7/18/2011        ,96.25,97.57,97.59,95.06
         7/15/2011        ,97.24,95.9,97.73,95.22
         7/14/2011        ,95.69,98.16,98.88,94.51
         7/13/2011        ,98.05,96.95,99.2,96.53
         7/12/2011        ,97.43,94.96,97.49,93.55
         7/11/2011        ,95.15,96.36,96.6,94.16
         7/8/2011        ,96.2,98.9,99.19,95.61
         7/7/2011        ,98.67,97.17,99.42,97
         7/6/2011        ,96.65,97.02,97.76,95.9
         7/5/2011        ,96.89,95.05,97.47,94.36
         7/4/2011        ,94.97,95.05,95.45,94.72
         7/1/2011        ,94.94,94.99,95.39,93.44
         6/30/2011        ,95.42,95.17,95.82,93.88
         6/29/2011        ,94.77,93,95.83,92.66
         6/28/2011        ,92.89,91.11,93.4,90.46
         6/27/2011        ,90.61,91.21,91.3,89.53
         6/24/2011        ,91.16,91.94,92.33,89.81
         6/23/2011        ,91.02,94.27,94.35,89.7
         6/22/2011        ,95.41,93.85,95.69,93.22
         6/21/2011        ,94.17,94.12,95.08,92.88
         6/20/2011        ,93.63,93.06,93.89,91.51
         6/17/2011        ,93.01,95.19,95.34,91.87
         6/16/2011        ,94.95,95.17,95.73,94.28
         6/15/2011        ,94.81,99.49,99.95,94.02
         6/14/2011        ,99.37,96.79,99.62,96.5
         6/13/2011        ,97.3,98.85,99.31,96.15
         6/10/2011        ,99.29,101.94,102.13,98.6
         6/9/2011        ,101.93,101.07,102.44,100.77
         6/8/2011        ,100.74,99.49,101.89,98.03
         6/7/2011        ,99.09,98.77,99.76,97.75
         6/6/2011        ,99.01,100.42,100.67,98.56
         6/3/2011        ,100.22,100.71,100.73,98.14
         6/2/2011        ,100.4,99.98,100.92,98.46
         6/1/2011        ,100.29,103.07,103.3,99.64
         5/31/2011        ,102.7,100.47,103.38,100.47
         5/30/2011        ,100.43,100.64,100.68,99.73
         5/27/2011        ,100.59,100.25,101.25,100.09
         5/26/2011        ,100.23,101.15,101.9,99.63
         5/25/2011        ,101.32,99.14,101.63,98.21
         5/24/2011        ,99.59,97.05,100.09,96.99
         5/23/2011        ,97.7,99.66,100.12,96.34
         5/20/2011        ,100.1,99.32,100.42,96.36
         5/19/2011        ,98.93,100.41,101.24,98.62
         5/18/2011        ,100.56,98.1,101.42,98.04
         5/17/2011        ,96.91,96.99,97.82,95
         5/16/2011        ,97.37,99.25,99.63,96.86
         5/13/2011        ,99.65,98.54,100.69,97.08
         5/12/2011        ,98.97,99.06,100.48,95.24
         5/11/2011        ,98.21,103.92,104.6,97.51
         5/10/2011        ,103.88,101.91,103.94,100.14
         5/9/2011        ,102.55,97.99,103.4,97.5
         5/6/2011        ,97.18,99.51,102.38,94.65
         5/5/2011        ,99.8,108.54,109.38,98.24
         5/4/2011        ,109.24,110.93,111.2,108.48
         5/3/2011        ,111.05,112.95,113.19,110.29
         5/2/2011        ,113.52,113.9,114.81,110.8
         4/29/2011        ,113.93,112.84,114.19,112.28
         4/28/2011        ,112.86,113.45,113.97,111.7
         4/27/2011        ,112.76,112.16,113.4,110.69
         4/26/2011        ,112.18, , , 
         4/21/2011        ,112.29,111.6,112.5,111
         4/20/2011        ,111.45,108.3,111.65,108.24
         4/19/2011        ,108.28,107.72,109.09,105.99
         4/18/2011        ,107.69,109.76,109.9,107.1
         4/15/2011        ,109.66,108.68,110.07,107.22
         4/14/2011        ,108.11,107.26,108.54,105.77
         4/13/2011        ,107.11,105.85,107.43,105.32
         4/12/2011        ,106.25,109.12,110.23,105.48
         4/11/2011        ,109.92,113.07,113.43,108.7
         4/8/2011        ,112.79,110.17,113.19,110.14
         4/7/2011        ,110.3,108.55,110.44,108.26
         4/6/2011        ,108.83,107.95,109.21,107.81
         4/5/2011        ,108.34,108.14,108.6,107.5
         4/4/2011        ,108.47,108.2,108.8,107.59
         4/1/2011        ,107.94,107.51,108.46,106.3
         3/31/2011        ,106.72,104.35,106.83,104.34
         3/30/2011        ,104.27,104.45,105.16,103.44
         3/29/2011        ,104.79,103.8,105,102.69
         3/28/2011        ,103.98,105.38,105.76,103.6
         3/25/2011        ,105.4,105.49,105.93,104.5
         3/24/2011        ,105.6,105.46,106.68,104.74
         3/23/2011        ,105.75,104.82,106.35,104.38
         3/22/2011        ,104.97,103.05,105.17,102.09
         3/21/2011        ,103.09,103.41,104.25,102.61
         3/18/2011        ,101.07,102.81,103.49,100.15
         3/17/2011        ,101.42,97.38,101.98,97.38
         3/16/2011        ,97.98,97.81,99.59,96.18
         3/15/2011        ,97.18,101.38,101.41,96.68
         3/14/2011        ,101.19,100.35,101.87,98.49
         3/11/2011        ,101.16,102.75,103.01,99.25
         3/10/2011        ,102.7,104.74,105.08,100.63
         3/9/2011        ,104.38,104.57,105.93,103.9
         3/8/2011        ,105.02,105.2,105.79,103.34
         3/7/2011        ,105.44,104.6,106.94,104.28
         3/4/2011        ,104.42,101.92,105.17,101.84
         3/3/2011        ,101.91,102.53,102.72,100.15
         3/2/2011        ,102.23,100.33,102.49,99.21
         3/1/2011        ,99.63,96.86,100.65,96.81
         2/28/2011        ,96.97,98.52,99.89,96.72
         2/25/2011        ,97.88,97.05,99.16,96.17
         2/24/2011        ,97.28,99.08,103.4,95.68
         2/23/2011        ,98.1,95.47,99.95,95.32
         2/22/2011        ,95.42,97.3,98.23,93.49
         2/21/2011        ,95.33,90.1,98,90.1
         2/18/2011        ,89.71,89.07,90.96,88.42
